Game_ID,MATCHUP,GAME_DATE
0021600586,NOP @ BKN,2017-01-12
0021600568,NOP @ NYK,2017-01-09
0021600553,NOP @ BOS,2017-01-07
0021600539,NOP vs. ATL,2017-01-05
0021600495,NOP vs. NYK,2016-12-30
0021600481,NOP vs. LAC,2016-12-28
0021600466,NOP vs. DAL,2016-12-26
0021600449,NOP vs. MIA,2016-12-23
0021600433,NOP vs. OKC,2016-12-21
0021600418,NOP @ PHI,2016-12-20
0021600412,NOP @ SAS,2016-12-18
0021600395,NOP @ HOU,2016-12-16
0021600385,NOP vs. IND,2016-12-15
0021600359,NOP @ PHX,2016-12-11
0021600355,NOP @ LAC,2016-12-10
0021600334,NOP vs. PHI,2016-12-08
0021600310,NOP vs. MEM,2016-12-05
0021600301,NOP @ OKC,2016-12-04
0021600287,NOP vs. LAC,2016-12-02
0021600263,NOP vs. LAL,2016-11-29
0021600250,NOP @ DAL,2016-11-27
0021600237,NOP @ POR,2016-11-25
0021600222,NOP vs. MIN,2016-11-23
0021600209,NOP @ ATL,2016-11-22
0021600185,NOP vs. CHA,2016-11-19
0021600177,NOP vs. POR,2016-11-18
0021600159,NOP @ ORL,2016-11-16
0021600148,NOP vs. BOS,2016-11-14
0021600129,NOP vs. LAL,2016-11-12
0021600117,NOP @ MIL,2016-11-10
0021600105,NOP @ SAC,2016-11-08
0021600075,NOP vs. PHX,2016-11-04
0021600060,NOP @ MEM,2016-11-02
0021600051,NOP vs. MIL,2016-11-01
0021600032,NOP @ SAS,2016-10-29
0021600010,NOP vs. DEN,2016-10-26
0021701230,SAC vs. HOU,2018-04-11
0021701210,SAC @ SAS,2018-04-09
0021701188,SAC @ MEM,2018-04-06
0021701167,SAC @ PHX,2018-04-03
0021701155,SAC @ LAL,2018-04-01
0021701127,SAC vs. IND,2018-03-29
0021701113,SAC vs. DAL,2018-03-27
0021701099,SAC vs. BOS,2018-03-25
0021701077,SAC vs. ATL,2018-03-22
0021701057,SAC vs. DET,2018-03-19
0021701043,SAC @ UTA,2018-03-17
0021701033,SAC @ GSW,2018-03-16
0021701018,SAC vs. MIA,2018-03-14
0021701003,SAC @ OKC,2018-03-12
0021700996,SAC @ DEN,2018-03-11
0021700985,SAC vs. ORL,2018-03-09
0021700969,SAC vs. NOP,2018-03-07
0021700949,SAC vs. NYK,2018-03-04
0021700942,SAC vs. UTA,2018-03-03
0021700924,SAC vs. BKN,2018-03-01
0021700911,SAC @ POR,2018-02-27
0021700906,SAC vs. MIN,2018-02-26
0021700891,SAC vs. LAL,2018-02-24
0021700871,SAC vs. OKC,2018-02-22
0021700860,SAC @ HOU,2018-02-14
0021700851,SAC @ DAL,2018-02-13
0021700838,SAC @ MIN,2018-02-11
0021700825,SAC vs. POR,2018-02-09
0021700795,SAC vs. CHI,2018-02-05
0021700783,SAC vs. DAL,2018-02-03
0021700749,SAC @ NOP,2018-01-30
0021700737,SAC @ SAS,2018-01-28
0021700710,SAC @ MIA,2018-01-25
0021700696,SAC @ ORL,2018-01-23
0021700687,SAC @ CHA,2018-01-22
0021700670,SAC @ MEM,2018-01-19
0021700661,SAC vs. UTA,2018-01-17
0021700643,SAC @ OKC,2018-01-15
0021700628,SAC @ LAC,2018-01-13
0021700616,SAC vs. LAC,2018-01-11
0021700602,SAC @ LAL,2018-01-09
0021700596,SAC vs. SAS,2018-01-08
0021700585,SAC vs. DEN,2018-01-06
0021700552,SAC vs. CHA,2018-01-02
0021700543,SAC vs. MEM,2017-12-31
0021700527,SAC vs. PHX,2017-12-29
0021700505,SAC @ LAC,2017-12-26
0021700492,SAC vs. SAS,2017-12-23
0021700457,SAC @ BKN,2017-12-20
0021700451,SAC @ PHI,2017-12-19
0021700437,SAC @ TOR,2017-12-17
0021700416,SAC @ MIN,2017-12-14
0021700403,SAC vs. PHX,2017-12-12
0021700385,SAC vs. TOR,2017-12-10
0021700373,SAC @ NOP,2017-12-08
0021700331,SAC @ MIL,2017-12-02
0021700322,SAC @ CHI,2017-12-01
0021700302,SAC vs. MIL,2017-11-28
0021700296,SAC @ GSW,2017-11-27
0021700286,SAC vs. LAC,2017-11-25
0021700266,SAC vs. LAL,2017-11-22
0021700225,SAC vs. POR,2017-11-17
0021700204,SAC @ ATL,2017-11-15
0021700192,SAC @ WAS,2017-11-13
0021700179,SAC @ NYK,2017-11-11
0021700167,SAC vs. PHI,2017-11-09
0021700158,SAC vs. OKC,2017-11-07
0021700132,SAC @ DET,2017-11-04
0021700109,SAC @ BOS,2017-11-01
0021700101,SAC @ IND,2017-10-31
0021700089,SAC vs. WAS,2017-10-29
0021700069,SAC vs. NOP,2017-10-26
0021700048,SAC @ PHX,2017-10-23
0021700035,SAC @ DEN,2017-10-21
0021700024,SAC @ DAL,2017-10-20
0021700013,SAC vs. HOU,2017-10-18
0021801230,SAC @ POR,2019-04-10
0021801207,SAC vs. NOP,2019-04-07
0021801188,SAC @ UTA,2019-04-05
0021801178,SAC vs. CLE,2019-04-04
0021801163,SAC vs. HOU,2019-04-02
0021801149,SAC @ SAS,2019-03-31
0021801138,SAC @ HOU,2019-03-30
0021801128,SAC @ NOP,2019-03-28
0021801114,SAC @ DAL,2019-03-26
0021801094,SAC vs. PHX,2019-03-23
0021801078,SAC vs. DAL,2019-03-21
0021801063,SAC vs. BKN,2019-03-19
0021801047,SAC vs. CHI,2019-03-17
0021801027,SAC @ PHI,2019-03-15
0021801022,SAC @ BOS,2019-03-14
0021801002,SAC @ WAS,2019-03-11
0021800986,SAC @ NYK,2019-03-09
0021800973,SAC vs. BOS,2019-03-06
0021800957,SAC vs. NYK,2019-03-04
0021800933,SAC vs. LAC,2019-03-01
0021800920,SAC vs. MIL,2019-02-27
0021800905,SAC @ MIN,2019-02-25
0021800890,SAC @ OKC,2019-02-23
0021800860,SAC @ DEN,2019-02-13
0021800836,SAC vs. PHX,2019-02-10
0021800824,SAC vs. MIA,2019-02-08
0021800809,SAC vs. HOU,2019-02-06
0021800795,SAC vs. SAS,2019-02-04
0021800785,SAC vs. PHI,2019-02-02
0021800762,SAC vs. ATL,2019-01-30
0021800736,SAC @ LAC,2019-01-27
0021800725,SAC @ MEM,2019-01-25
0021800702,SAC @ TOR,2019-01-22
0021800696,SAC @ BKN,2019-01-21
0021800680,SAC @ DET,2019-01-19
0021800666,SAC @ CHA,2019-01-17
0021800649,SAC vs. POR,2019-01-14
0021800636,SAC vs. CHA,2019-01-12
0021800620,SAC vs. DET,2019-01-10
0021800604,SAC @ PHX,2019-01-08
0021800598,SAC vs. ORL,2019-01-07
0021800564,SAC vs. DEN,2019-01-03
0021800552,SAC vs. POR,2019-01-01
0021800541,SAC @ LAL,2018-12-30
0021800514,SAC vs. LAL,2018-12-27
0021800511,SAC @ LAC,2018-12-26
0021800492,SAC vs. NOP,2018-12-23
0021800477,SAC vs. MEM,2018-12-21
0021800466,SAC vs. OKC,2018-12-19
0021800446,SAC @ MIN,2018-12-17
0021800440,SAC @ DAL,2018-12-16
0021800414,SAC vs. MIN,2018-12-12
0021800394,SAC @ CHI,2018-12-10
0021800379,SAC @ IND,2018-12-08
0021800372,SAC @ CLE,2018-12-07
0021800353,SAC @ PHX,2018-12-04
0021800336,SAC vs. IND,2018-12-01
0021800318,SAC vs. LAC,2018-11-29
0021800292,SAC vs. UTA,2018-11-25
0021800263,SAC @ UTA,2018-11-21
0021800247,SAC vs. OKC,2018-11-19
0021800231,SAC @ HOU,2018-11-17
0021800220,SAC @ MEM,2018-11-16
0021800197,SAC vs. SAS,2018-11-12
0021800173,SAC vs. MIN,2018-11-09
0021800161,SAC vs. TOR,2018-11-07
0021800133,SAC @ MIL,2018-11-04
0021800114,SAC @ ATL,2018-11-01
0021800098,SAC @ ORL,2018-10-30
0021800089,SAC @ MIA,2018-10-29
0021800073,SAC vs. WAS,2018-10-26
0021800061,SAC vs. MEM,2018-10-24
0021800051,SAC @ DEN,2018-10-23
0021800037,SAC @ OKC,2018-10-21
0021800022,SAC @ NOP,2018-10-19
0021800011,SAC vs. UTA,2018-10-17
0021901302,SAC vs. NOP,2020-08-11
0021901290,SAC vs. HOU,2020-08-09
0021901276,SAC @ BKN,2020-08-07
0021901268,SAC vs. NOP,2020-08-06
0021901257,SAC vs. DAL,2020-08-04
0021901247,SAC @ ORL,2020-08-02
0021901237,SAC @ SAS,2020-07-31
0021900956,SAC vs. TOR,2020-03-08
0021900945,SAC @ POR,2020-03-07
0021900928,SAC vs. PHI,2020-03-05
0021900916,SAC vs. WAS,2020-03-03
0021900899,SAC vs. DET,2020-03-01
0021900881,SAC @ MEM,2020-02-28
0021900875,SAC @ OKC,2020-02-27
0021900863,SAC @ GSW,2020-02-25
0021900835,SAC @ LAC,2020-02-22
0021900824,SAC vs. MEM,2020-02-20
0021900814,SAC @ DAL,2020-02-12
0021900797,SAC @ MIL,2020-02-10
0021900785,SAC vs. SAS,2020-02-08
0021900775,SAC vs. MIA,2020-02-07
0021900749,SAC vs. MIN,2020-02-03
0021900719,SAC @ LAC,2020-01-30
0021900713,SAC vs. OKC,2020-01-29
0021900696,SAC @ MIN,2020-01-27
0021900674,SAC @ CHI,2020-01-24
0021900654,SAC @ DET,2020-01-22
0021900644,SAC @ MIA,2020-01-20
0021900636,SAC @ UTA,2020-01-18
0021900612,SAC vs. DAL,2020-01-15
0021900596,SAC vs. ORL,2020-01-13
0021900575,SAC vs. MIL,2020-01-10
0021900552,SAC @ PHX,2020-01-07
0021900547,SAC vs. GSW,2020-01-06
0021900533,SAC vs. NOP,2020-01-04
0021900515,SAC vs. MEM,2020-01-02
0021900499,SAC vs. LAC,2019-12-31
0021900489,SAC @ DEN,2019-12-29
0021900483,SAC vs. PHX,2019-12-28
0021900464,SAC vs. MIN,2019-12-26
0021900453,SAC vs. HOU,2019-12-23
0021900435,SAC @ MEM,2019-12-21
0021900421,SAC @ IND,2019-12-20
0021900401,SAC @ CHA,2019-12-17
0021900393,SAC @ GSW,2019-12-15
0021900378,SAC vs. NYK,2019-12-13
0021900365,SAC vs. OKC,2019-12-11
0021900346,SAC @ HOU,2019-12-09
0021900340,SAC @ DAL,2019-12-08
0021900328,SAC @ SAS,2019-12-06
0021900315,SAC @ POR,2019-12-04
0021900298,SAC vs. CHI,2019-12-02
0021900280,SAC vs. DEN,2019-11-30
0021900257,SAC @ PHI,2019-11-27
0021900244,SAC @ BOS,2019-11-25
0021900237,SAC @ WAS,2019-11-24
0021900217,SAC @ BKN,2019-11-22
0021900200,SAC vs. PHX,2019-11-19
0021900184,SAC vs. BOS,2019-11-17
0021900153,SAC vs. POR,2019-11-12
0021900119,SAC @ ATL,2019-11-08
0021900106,SAC @ TOR,2019-11-06
0021900087,SAC @ NYK,2019-11-03
0021900075,SAC vs. UTA,2019-11-01
0021900064,SAC vs. CHA,2019-10-30
0021900050,SAC vs. DEN,2019-10-28
0021900034,SAC @ UTA,2019-10-26
0021900024,SAC vs. POR,2019-10-25
0021900012,SAC @ PHX,2019-10-23
0022001077,SAC vs. UTA,2021-05-16
0022000263,SAC @ MEM,2021-05-14
0022000255,SAC @ MEM,2021-05-13
0022001040,SAC vs. OKC,2021-05-11
0022001025,SAC vs. OKC,2021-05-09
0022001011,SAC vs. SAS,2021-05-07
0022000993,SAC @ IND,2021-05-05
0022000988,SAC @ OKC,2021-05-04
0022000558,SAC @ POR,2021-03-04
0022000551,SAC vs. LAL,2021-03-03
0022000528,SAC vs. CHA,2021-02-28
0022000504,SAC @ DET,2021-02-26
0022000101,SAC @ GSW,2021-01-04
0022000079,SAC @ HOU,2021-01-02
0021600694,PHI vs. HOU,2017-01-27
0021600641,PHI vs. POR,2017-01-20
0021600627,PHI vs. TOR,2017-01-18
0021600615,PHI @ MIL,2017-01-16
0021600593,PHI vs. CHA,2017-01-13
0021600580,PHI vs. NYK,2017-01-11
0021600560,PHI @ BKN,2017-01-08
0021600546,PHI @ BOS,2017-01-06
0021600521,PHI vs. MIN,2017-01-03
0021600500,PHI @ DEN,2016-12-30
0021600471,PHI @ SAC,2016-12-26
0021600453,PHI @ PHX,2016-12-23
0021600408,PHI vs. BKN,2016-12-18
0021600396,PHI vs. LAL,2016-12-16
0021600374,PHI vs. TOR,2016-12-14
0021600304,PHI vs. DEN,2016-12-05
0021600282,PHI vs. ORL,2016-12-02
0021600212,PHI vs. MEM,2016-11-23
0021600199,PHI vs. MIA,2016-11-21
0021600189,PHI vs. PHX,2016-11-19
0021600172,PHI @ MIN,2016-11-17
0021600149,PHI @ HOU,2016-11-14
0021600121,PHI vs. IND,2016-11-11
0021600093,PHI vs. UTA,2016-11-07
0021600046,PHI vs. ORL,2016-11-01
0021600026,PHI vs. ATL,2016-10-29
0021600011,PHI vs. OKC,2016-10-26
0021701118,PHI vs. NYK,2018-03-28
0021701105,PHI vs. DEN,2018-03-26
0021701088,PHI vs. MIN,2018-03-24
0021701073,PHI @ ORL,2018-03-22
0021701066,PHI vs. MEM,2018-03-21
0021701052,PHI vs. CHA,2018-03-19
0021701030,PHI vs. BKN,2018-03-16
0021701022,PHI @ NYK,2018-03-15
0021701005,PHI vs. IND,2018-03-13
0021700999,PHI @ BKN,2018-03-11
0021700973,PHI @ MIA,2018-03-08
0021700957,PHI @ CHA,2018-03-06
0021700947,PHI @ MIL,2018-03-04
0021700927,PHI vs. CHA,2018-03-02
0021700909,PHI @ MIA,2018-02-27
0021700895,PHI @ WAS,2018-02-25
0021700884,PHI vs. ORL,2018-02-24
0021700870,PHI @ CHI,2018-02-22
0021700842,PHI vs. NYK,2018-02-12
0021700828,PHI vs. LAC,2018-02-10
0021700818,PHI vs. NOP,2018-02-09
0021700802,PHI vs. WAS,2018-02-06
0021700777,PHI @ IND,2018-02-03
0021700770,PHI vs. MIA,2018-02-02
0021700756,PHI @ BKN,2018-01-31
0021700736,PHI @ OKC,2018-01-28
0021700722,PHI @ SAS,2018-01-26
0021700704,PHI vs. CHI,2018-01-24
0021700690,PHI @ MEM,2018-01-22
0021700678,PHI vs. MIL,2018-01-20
0021700663,PHI @ BOS,2018-01-18
0021700639,PHI vs. TOR,2018-01-15
0021700614,PHI vs. BOS,2018-01-11
0021700569,PHI vs. DET,2018-01-05
0021700555,PHI vs. SAS,2018-01-03
0021700544,PHI @ PHX,2017-12-31
0021700520,PHI @ POR,2017-12-28
0021700493,PHI @ NYK,2017-12-25
0021700480,PHI @ TOR,2017-12-23
0021700421,PHI vs. OKC,2017-12-15
0021700401,PHI @ MIN,2017-12-12
0021700363,PHI vs. LAL,2017-12-07
0021700341,PHI vs. PHX,2017-12-04
0021700330,PHI vs. DET,2017-12-02
0021700305,PHI vs. WAS,2017-11-29
0021700278,PHI vs. ORL,2017-11-25
0021700255,PHI vs. POR,2017-11-22
0021700244,PHI vs. UTA,2017-11-20
0021700214,PHI @ LAL,2017-11-15
0021700200,PHI @ LAC,2017-11-13
0021700121,PHI vs. IND,2017-11-03
0021700107,PHI vs. ATL,2017-11-01
0021700095,PHI @ HOU,2017-10-30
0021700081,PHI @ DAL,2017-10-28
0021700057,PHI vs. HOU,2017-10-25
0021700041,PHI @ DET,2017-10-23
0021700019,PHI vs. BOS,2017-10-20
0021700006,PHI @ WAS,2017-10-18
0021801194,PHI @ CHI,2019-04-06
0021801177,PHI vs. MIL,2019-04-04
0021801123,PHI vs. BKN,2019-03-28
0021801103,PHI @ ORL,2019-03-25
0021801088,PHI @ ATL,2019-03-23
0021801067,PHI vs. BOS,2019-03-20
0021801043,PHI @ MIL,2019-03-17
0021801008,PHI vs. CLE,2019-03-12
0021800994,PHI vs. IND,2019-03-10
0021800856,PHI @ NYK,2019-02-13
0021800849,PHI vs. BOS,2019-02-12
0021800818,PHI vs. DEN,2019-02-08
0021800800,PHI vs. TOR,2019-02-05
0021800755,PHI @ LAL,2019-01-29
0021800711,PHI vs. SAS,2019-01-23
0021800699,PHI vs. HOU,2019-01-21
0021800678,PHI vs. OKC,2019-01-19
0021800667,PHI @ IND,2019-01-17
0021800652,PHI vs. MIN,2019-01-15
0021800638,PHI @ NYK,2019-01-13
0021800608,PHI @ WAS,2019-01-09
0021800600,PHI vs. WAS,2019-01-08
0021800578,PHI vs. DAL,2019-01-05
0021800561,PHI @ PHX,2019-01-02
0021800553,PHI @ LAC,2019-01-01
0021800515,PHI @ UTA,2018-12-27
0021800499,PHI @ BOS,2018-12-25
0021800481,PHI vs. TOR,2018-12-22
0021800457,PHI vs. NYK,2018-12-19
0021800448,PHI @ SAS,2018-12-17
0021800437,PHI @ CLE,2018-12-16
0021800424,PHI vs. IND,2018-12-14
0021800408,PHI vs. BKN,2018-12-12
0021800392,PHI vs. DET,2018-12-10
0021800359,PHI @ TOR,2018-12-05
0021800340,PHI vs. MEM,2018-12-02
0021800322,PHI vs. WAS,2018-11-30
0021800307,PHI vs. NYK,2018-11-28
0021800289,PHI @ BKN,2018-11-25
0021800270,PHI vs. CLE,2018-11-23
0021800253,PHI vs. NOP,2018-11-21
0021800242,PHI vs. PHX,2018-11-19
0021800225,PHI @ CHA,2018-11-17
0021800218,PHI vs. UTA,2018-11-16
0021800202,PHI @ ORL,2018-11-14
0021800191,PHI @ MIA,2018-11-12
0021800179,PHI @ MEM,2018-11-10
0021800168,PHI vs. CHA,2018-11-09
0021800157,PHI @ IND,2018-11-07
0021800134,PHI @ BKN,2018-11-04
0021800125,PHI vs. DET,2018-11-03
0021800113,PHI vs. LAC,2018-11-01
0021800100,PHI @ TOR,2018-10-30
0021800088,PHI vs. ATL,2018-10-29
0021800078,PHI vs. CHA,2018-10-27
0021800059,PHI @ MIL,2018-10-24
0021800049,PHI @ DET,2018-10-23
0021800029,PHI vs. ORL,2018-10-20
0021800014,PHI vs. CHI,2018-10-18
0021800001,PHI @ BOS,2018-10-16
0021901315,PHI @ HOU,2020-08-14
0021901305,PHI vs. TOR,2020-08-12
0021901289,PHI @ POR,2020-08-09
0021901277,PHI vs. ORL,2020-08-07
0021901263,PHI @ WAS,2020-08-05
0021901254,PHI vs. SAS,2020-08-03
0021901242,PHI @ IND,2020-08-01
0021900971,PHI vs. DET,2020-03-11
0021900865,PHI @ CLE,2020-02-26
0021900850,PHI vs. ATL,2020-02-24
0021900840,PHI @ MIL,2020-02-22
0021900822,PHI vs. BKN,2020-02-20
0021900802,PHI vs. LAC,2020-02-11
0021900788,PHI vs. CHI,2020-02-09
0021900769,PHI vs. MEM,2020-02-07
0021900766,PHI @ MIL,2020-02-06
0021900747,PHI @ MIA,2020-02-03
0021900732,PHI @ BOS,2020-02-01
0021900716,PHI @ ATL,2020-01-30
0021900702,PHI vs. GSW,2020-01-28
0021900541,PHI vs. OKC,2020-01-06
0021900520,PHI @ HOU,2020-01-03
0021900475,PHI @ MIA,2019-12-28
0021900468,PHI @ ORL,2019-12-27
0021900456,PHI vs. MIL,2019-12-25
0021900445,PHI @ DET,2019-12-23
0021900433,PHI vs. WAS,2019-12-21
0021900425,PHI vs. DAL,2019-12-20
0021900410,PHI vs. MIA,2019-12-18
0021900372,PHI vs. NOP,2019-12-13
0021900367,PHI @ BOS,2019-12-12
0021900353,PHI vs. DEN,2019-12-10
0021900338,PHI vs. TOR,2019-12-08
0021900316,PHI @ WAS,2019-12-05
0021900294,PHI vs. UTA,2019-12-02
0021900281,PHI vs. IND,2019-11-30
0021900271,PHI @ NYK,2019-11-29
0021900246,PHI @ TOR,2019-11-25
0021900230,PHI vs. MIA,2019-11-23
0021900218,PHI vs. SAS,2019-11-22
0021900202,PHI vs. NYK,2019-11-20
0021900183,PHI @ CLE,2019-11-17
0021900172,PHI @ OKC,2019-11-15
0021900147,PHI vs. CLE,2019-11-12
0021900134,PHI vs. CHA,2019-11-10
0021900123,PHI @ DEN,2019-11-08
0021900110,PHI @ UTA,2019-11-06
0021900057,PHI vs. MIN,2019-10-30
0021900043,PHI @ ATL,2019-10-28
0021900008,PHI vs. BOS,2019-10-23
0022001055,PHI vs. ORL,2021-05-14
0022001050,PHI @ MIA,2021-05-13
0022001013,PHI vs. DET,2021-05-08
0022001003,PHI vs. NOP,2021-05-07
0022000994,PHI @ HOU,2021-05-05
0022000979,PHI @ CHI,2021-05-03
0022000973,PHI @ SAS,2021-05-02
0022000949,PHI vs. ATL,2021-04-30
0022000934,PHI vs. ATL,2021-04-28
0022000918,PHI vs. OKC,2021-04-26
0022000894,PHI @ MIL,2021-04-22
0022000883,PHI vs. PHX,2021-04-21
0022000870,PHI vs. GSW,2021-04-19
0022000846,PHI vs. LAC,2021-04-16
0022000830,PHI vs. BKN,2021-04-14
0022000818,PHI @ DAL,2021-04-12
0022000199,PHI @ OKC,2021-04-10
0022000795,PHI @ NOP,2021-04-09
0022000771,PHI @ BOS,2021-04-06
0022000750,PHI vs. MIN,2021-04-03
0022000579,PHI @ WAS,2021-03-12
0022000545,PHI vs. UTA,2021-03-03
0022000530,PHI vs. IND,2021-03-01
0022000513,PHI vs. CLE,2021-02-27
0022000498,PHI vs. DAL,2021-02-25
0022000484,PHI @ TOR,2021-02-23
0022000468,PHI @ TOR,2021-02-21
0022000450,PHI vs. CHI,2021-02-19
0022000439,PHI vs. HOU,2021-02-17
0022000406,PHI @ PHX,2021-02-13
0022000394,PHI @ POR,2021-02-11
0022000354,PHI vs. BKN,2021-02-06
0022000337,PHI vs. POR,2021-02-04
0022000327,PHI @ CHA,2021-02-03
0022000294,PHI @ MIN,2021-01-29
0022000243,PHI @ DET,2021-01-23
0022000233,PHI vs. BOS,2021-01-22
0022000218,PHI vs. BOS,2021-01-20
0022000174,PHI vs. MIA,2021-01-14
0022000157,PHI vs. MIA,2021-01-12
0022000153,PHI @ ATL,2021-01-11
0022000118,PHI @ BKN,2021-01-07
0022000109,PHI vs. WAS,2021-01-06
0022000094,PHI vs. CHA,2021-01-04
0022000082,PHI vs. CHA,2021-01-02
0022000064,PHI @ ORL,2020-12-31
0022000049,PHI vs. TOR,2020-12-29
0022000025,PHI @ NYK,2020-12-26
0022000013,PHI vs. WAS,2020-12-23
0022100419,PHI vs. MIA,2021-12-15
0022100396,PHI vs. GSW,2021-12-11
0022100379,PHI vs. UTA,2021-12-09
0022100366,PHI @ CHA,2021-12-08
0022100353,PHI @ CHA,2021-12-06
0022100335,PHI @ ATL,2021-12-03
0022100322,PHI @ BOS,2021-12-01
0022100305,PHI vs. ORL,2021-11-29
0022100292,PHI vs. MIN,2021-11-27
0022100135,PHI @ CHI,2021-11-06
0022100119,PHI @ DET,2021-11-04
0022100111,PHI vs. CHI,2021-11-03
0022100082,PHI vs. ATL,2021-10-30
0022100065,PHI vs. DET,2021-10-28
0022100050,PHI @ NYK,2021-10-26
0022100038,PHI @ OKC,2021-10-24
0022100009,PHI @ NOP,2021-10-20
0021701228,LAL @ LAC,2018-04-11
0021701218,LAL vs. HOU,2018-04-10
0021701201,LAL vs. UTA,2018-04-08
0021701190,LAL vs. MIN,2018-04-06
0021701174,LAL vs. SAS,2018-04-04
0021701166,LAL @ UTA,2018-04-03
0021701136,LAL vs. MIL,2018-03-30
0021700897,LAL @ ATL,2018-02-26
0021700883,LAL vs. DAL,2018-02-23
0021700866,LAL @ MIN,2018-02-15
0021700862,LAL @ NOP,2018-02-14
0021700830,LAL @ DAL,2018-02-10
0021700816,LAL vs. OKC,2018-02-08
0021700804,LAL vs. PHX,2018-02-06
0021700788,LAL @ OKC,2018-02-04
0021700768,LAL @ BKN,2018-02-02
0021700754,LAL @ ORL,2018-01-31
0021700735,LAL @ TOR,2018-01-28
0021700717,LAL @ CHI,2018-01-26
0021700700,LAL vs. BOS,2018-01-23
0021700684,LAL vs. NYK,2018-01-21
0021700673,LAL vs. IND,2018-01-19
0021700660,LAL @ OKC,2018-01-17
0021700645,LAL @ MEM,2018-01-15
0021700627,LAL @ DAL,2018-01-13
0021700617,LAL vs. SAS,2018-01-11
0021700590,LAL vs. ATL,2018-01-07
0021700577,LAL vs. CHA,2018-01-05
0021700565,LAL vs. OKC,2018-01-03
0021700548,LAL @ MIN,2018-01-01
0021700540,LAL @ HOU,2017-12-31
0021700529,LAL vs. LAC,2017-12-29
0021700515,LAL vs. MEM,2017-12-27
0021700497,LAL vs. MIN,2017-12-25
0021700491,LAL vs. POR,2017-12-23
0021700459,LAL @ HOU,2017-12-20
0021700399,LAL @ NYK,2017-12-12
0021700377,LAL @ CHA,2017-12-09
0021700338,LAL vs. HOU,2017-12-03
0021700332,LAL @ DEN,2017-12-02
0021700297,LAL @ LAC,2017-11-27
0021700252,LAL vs. CHI,2017-11-21
0021700240,LAL vs. DEN,2017-11-19
0021700164,LAL @ WAS,2017-11-09
0021700161,LAL @ BOS,2017-11-08
0021700145,LAL vs. MEM,2017-11-05
0021700130,LAL vs. BKN,2017-11-03
0021700118,LAL @ POR,2017-11-02
0021700104,LAL vs. DET,2017-10-31
0021700082,LAL @ UTA,2017-10-28
0021700076,LAL vs. TOR,2017-10-27
0021700064,LAL vs. WAS,2017-10-25
0021700040,LAL vs. NOP,2017-10-22
0021700026,LAL @ PHX,2017-10-20
0021801061,LAL @ MIL,2019-03-19
0021800743,LAL vs. PHX,2019-01-27
0021800719,LAL vs. MIN,2019-01-24
0021800686,LAL @ HOU,2019-01-19
0021800670,LAL @ OKC,2019-01-17
0021800656,LAL vs. CHI,2019-01-15
0021800644,LAL vs. CLE,2019-01-13
0021800627,LAL @ UTA,2019-01-11
0021800616,LAL vs. DET,2019-01-09
0021800596,LAL @ DAL,2019-01-07
0021800585,LAL @ MIN,2019-01-06
0021800574,LAL vs. NYK,2019-01-04
0021800562,LAL vs. OKC,2019-01-02
0021800526,LAL vs. LAC,2018-12-28
0021901312,NOP @ ORL,2020-08-13
0021901287,NOP vs. SAS,2020-08-09
0021901278,NOP vs. WAS,2020-08-07
0021901253,NOP vs. MEM,2020-08-03
0021901241,NOP @ LAC,2020-08-01
0021901231,NOP vs. UTA,2020-07-30
0021900947,NOP @ MIN,2020-03-08
0021900936,NOP vs. MIA,2020-03-06
0021900923,NOP @ DAL,2020-03-04
0021900911,NOP vs. MIN,2020-03-03
0021900883,NOP vs. CLE,2020-02-28
0021900847,NOP @ GSW,2020-02-23
0021900834,NOP @ POR,2020-02-21
0021900819,NOP vs. OKC,2020-02-13
0021900804,NOP vs. POR,2020-02-11
0021900780,NOP @ IND,2020-02-08
0021900765,NOP @ CHI,2020-02-06
0021900751,NOP vs. MIL,2020-02-04
0021900738,NOP @ HOU,2020-02-02
0021900723,NOP vs. MEM,2020-01-31
0021900700,NOP @ CLE,2020-01-28
0021900691,NOP vs. BOS,2020-01-26
0021900676,NOP vs. DEN,2020-01-24
0021900663,NOP vs. SAS,2020-01-22
0021900646,NOP @ MEM,2020-01-20
0021900626,NOP vs. LAC,2020-01-18
0021900616,NOP vs. UTA,2020-01-16
0021900591,NOP @ DET,2020-01-13
0021900578,NOP @ BOS,2020-01-11
0021900569,NOP @ NYK,2020-01-10
0021900560,NOP vs. CHI,2020-01-08
0021900544,NOP vs. UTA,2020-01-06
0021900488,NOP vs. HOU,2019-12-29
0021900474,NOP vs. IND,2019-12-28
0021900459,NOP @ DEN,2019-12-25
0021900452,NOP @ POR,2019-12-23
0021900429,NOP @ GSW,2019-12-20
0021900411,NOP @ MIN,2019-12-18
0021900404,NOP vs. BKN,2019-12-17
0021900388,NOP vs. ORL,2019-12-15
0021900364,NOP @ MIL,2019-12-11
0021900348,NOP vs. DET,2019-12-09
0021900330,NOP @ DAL,2019-12-07
0021900319,NOP vs. PHX,2019-12-05
0021900302,NOP vs. DAL,2019-12-03
0021900289,NOP vs. OKC,2019-12-01
0021900275,NOP @ OKC,2019-11-29
0021900142,NOP vs. HOU,2019-11-11
0021900128,NOP @ CHA,2019-11-09
0021900121,NOP vs. TOR,2019-11-08
0021900092,NOP @ BKN,2019-11-04
0021900077,NOP @ OKC,2019-11-02
